product_type,county,eic_count,installed_capacity,is_business,date,data_block_id
3,0,720,7467.18,0,2021-11-24,86
0,0,5,400.0,1,2021-11-24,86
1,0,46,1428.0,1,2021-11-24,86
2,0,7,15.0,1,2021-11-24,86
3,0,267,13840.99,1,2021-11-24,86
1,1,7,80.0,0,2021-11-24,86
3,1,44,497.6,0,2021-11-24,86
3,1,12,295.5,1,2021-11-24,86
1,2,5,68.0,0,2021-11-24,86
3,2,34,414.85,0,2021-11-24,86
3,2,23,591.5,1,2021-11-24,86
1,3,19,216.9,0,2021-11-24,86
3,3,51,739.03,0,2021-11-24,86
1,3,12,263.90000000000003,1,2021-11-24,86
3,3,38,2268.7000000000003,1,2021-11-24,86
1,4,10,87.2,0,2021-11-24,86
3,4,46,617.9000000000001,0,2021-11-24,86
0,4,10,855.0,1,2021-11-24,86
3,4,28,1084.0,1,2021-11-24,86
1,5,26,316.20000000000005,0,2021-11-24,86
3,5,93,1106.4,0,2021-11-24,86
0,5,5,1160.0,1,2021-11-24,86
1,5,8,230.2,1,2021-11-24,86
3,5,68,2476.0,1,2021-11-24,86
3,6,6,324.20000000000005,1,2021-11-24,86
1,7,39,404.1,0,2021-11-24,86
2,7,8,53.0,0,2021-11-24,86
3,7,155,1935.36,0,2021-11-24,86
0,7,13,1068.6,1,2021-11-24,86
1,7,12,533.6,1,2021-11-24,86
3,7,39,2177.6,1,2021-11-24,86
1,8,12,142.5,0,2021-11-24,86
3,8,61,757.1800000000001,0,2021-11-24,86
3,8,17,751.7,1,2021-11-24,86
1,9,25,304.3,0,2021-11-24,86
3,9,93,1164.92,0,2021-11-24,86
1,9,11,324.0,1,2021-11-24,86
3,9,20,523.58,1,2021-11-24,86
1,10,23,282.2,0,2021-11-24,86
3,10,114,1406.1,0,2021-11-24,86
1,10,9,239.5,1,2021-11-24,86
3,10,50,1936.4,1,2021-11-24,86
1,11,48,481.7000000000001,0,2021-11-24,86
2,11,8,102.0,0,2021-11-24,86
3,11,261,3131.9700000000003,0,2021-11-24,86
1,11,25,920.2,1,2021-11-24,86
2,11,6,96.0,1,2021-11-24,86
3,11,114,5703.400000000001,1,2021-11-24,86
3,12,9,241.5,1,2021-11-24,86
1,13,12,136.20000000000002,0,2021-11-24,86
3,13,42,610.4,0,2021-11-24,86
1,13,5,185.0,1,2021-11-24,86
3,13,26,1026.4,1,2021-11-24,86
1,14,19,265.5,0,2021-11-24,86
3,14,113,1496.06,0,2021-11-24,86
1,14,17,505.1,1,2021-11-24,86
3,14,68,3164.6000000000004,1,2021-11-24,86
1,15,13,104.2,0,2021-11-24,86
3,15,64,968.2,0,2021-11-24,86
1,15,8,329.0,1,2021-11-24,86
3,15,50,1833.7,1,2021-11-24,86
1,0,136,1255.89,0,2021-11-25,87
2,0,21,155.4,0,2021-11-25,87
3,0,720,7467.18,0,2021-11-25,87
0,0,5,400.0,1,2021-11-25,87
1,0,46,1428.0,1,2021-11-25,87
2,0,7,15.0,1,2021-11-25,87
3,0,267,13840.99,1,2021-11-25,87
1,1,7,80.0,0,2021-11-25,87
3,1,44,497.6,0,2021-11-25,87
3,1,12,295.5,1,2021-11-25,87
1,2,5,68.0,0,2021-11-25,87
3,2,34,414.85,0,2021-11-25,87
3,2,23,591.5,1,2021-11-25,87
1,3,19,216.9,0,2021-11-25,87
3,3,51,739.03,0,2021-11-25,87
1,3,12,263.90000000000003,1,2021-11-25,87
3,3,38,2268.7000000000003,1,2021-11-25,87
1,4,10,87.2,0,2021-11-25,87
3,4,46,617.9000000000001,0,2021-11-25,87
0,4,10,855.0,1,2021-11-25,87
3,4,28,1084.0,1,2021-11-25,87
1,5,26,316.20000000000005,0,2021-11-25,87
3,5,93,1106.4,0,2021-11-25,87
0,5,5,1160.0,1,2021-11-25,87
1,5,8,230.2,1,2021-11-25,87
3,5,68,2476.0,1,2021-11-25,87
3,6,6,324.20000000000005,1,2021-11-25,87
1,7,39,404.1,0,2021-11-25,87
2,7,8,53.0,0,2021-11-25,87
3,7,155,1935.36,0,2021-11-25,87
0,7,13,1068.6,1,2021-11-25,87
1,7,12,533.6,1,2021-11-25,87
3,7,39,2177.6,1,2021-11-25,87
1,8,12,142.5,0,2021-11-25,87
3,8,61,757.1800000000001,0,2021-11-25,87
3,8,17,751.7,1,2021-11-25,87
1,9,25,304.3,0,2021-11-25,87
3,9,93,1164.92,0,2021-11-25,87
1,9,11,324.0,1,2021-11-25,87
3,9,20,523.58,1,2021-11-25,87
1,10,23,282.2,0,2021-11-25,87
3,10,114,1406.1,0,2021-11-25,87
1,10,9,239.5,1,2021-11-25,87
3,10,50,1936.4,1,2021-11-25,87
1,11,48,481.7000000000001,0,2021-11-25,87
2,11,8,102.0,0,2021-11-25,87
3,11,261,3131.9700000000003,0,2021-11-25,87
1,11,25,920.2,1,2021-11-25,87
2,11,5,82.0,1,2021-11-25,87
3,11,115,5717.400000000001,1,2021-11-25,87
3,12,9,241.5,1,2021-11-25,87
1,13,12,136.20000000000002,0,2021-11-25,87
3,13,42,610.4,0,2021-11-25,87
1,13,5,185.0,1,2021-11-25,87
3,13,26,1026.4,1,2021-11-25,87
1,14,19,265.5,0,2021-11-25,87
3,14,113,1496.06,0,2021-11-25,87
1,14,17,505.1,1,2021-11-25,87
3,14,68,3164.6000000000004,1,2021-11-25,87
1,15,13,104.2,0,2021-11-25,87
3,15,64,968.2,0,2021-11-25,87
1,15,8,329.0,1,2021-11-25,87
3,15,50,1833.7,1,2021-11-25,87
1,0,136,1255.89,0,2021-11-26,88
2,0,21,155.4,0,2021-11-26,88
3,0,720,7467.18,0,2021-11-26,88
0,0,5,400.0,1,2021-11-26,88
1,0,46,1428.0,1,2021-11-26,88
2,0,7,15.0,1,2021-11-26,88
3,0,267,13840.99,1,2021-11-26,88
1,1,7,80.0,0,2021-11-26,88
3,1,44,497.6,0,2021-11-26,88
3,1,12,295.5,1,2021-11-26,88
1,2,5,68.0,0,2021-11-26,88
3,2,34,414.85,0,2021-11-26,88
3,2,23,591.5,1,2021-11-26,88
1,3,19,216.9,0,2021-11-26,88
3,3,51,739.03,0,2021-11-26,88
1,3,12,263.90000000000003,1,2021-11-26,88
3,3,38,2268.7000000000003,1,2021-11-26,88
1,4,10,87.2,0,2021-11-26,88
3,4,46,617.9000000000001,0,2021-11-26,88
0,4,10,855.0,1,2021-11-26,88
3,4,28,1084.0,1,2021-11-26,88
1,5,26,316.20000000000005,0,2021-11-26,88
3,5,93,1106.4,0,2021-11-26,88
0,5,5,1160.0,1,2021-11-26,88
1,5,8,230.2,1,2021-11-26,88
3,5,68,2476.0,1,2021-11-26,88
3,6,6,324.20000000000005,1,2021-11-26,88
1,7,39,404.1,0,2021-11-26,88
2,7,8,53.0,0,2021-11-26,88
3,7,155,1935.36,0,2021-11-26,88
0,7,13,1068.6,1,2021-11-26,88
1,7,12,533.6,1,2021-11-26,88
3,7,39,2177.6,1,2021-11-26,88
1,8,12,142.5,0,2021-11-26,88
3,8,61,757.1800000000001,0,2021-11-26,88
3,8,17,751.7,1,2021-11-26,88
1,9,25,304.3,0,2021-11-26,88
3,9,93,1164.92,0,2021-11-26,88
1,9,11,324.0,1,2021-11-26,88
3,9,20,523.58,1,2021-11-26,88
1,10,23,282.2,0,2021-11-26,88
3,10,114,1406.1,0,2021-11-26,88
1,10,9,239.5,1,2021-11-26,88
3,10,50,1936.4,1,2021-11-26,88
1,11,48,481.7000000000001,0,2021-11-26,88
2,11,8,102.0,0,2021-11-26,88
3,11,261,3131.9700000000003,0,2021-11-26,88
1,11,25,920.2,1,2021-11-26,88
2,11,5,82.0,1,2021-11-26,88
3,11,115,5717.400000000001,1,2021-11-26,88
3,12,9,241.5,1,2021-11-26,88
1,13,12,136.20000000000002,0,2021-11-26,88
3,13,42,610.4,0,2021-11-26,88
1,13,5,185.0,1,2021-11-26,88
3,13,26,1026.4,1,2021-11-26,88
1,14,19,265.5,0,2021-11-26,88
3,14,113,1496.06,0,2021-11-26,88
1,14,17,505.1,1,2021-11-26,88
3,14,68,3164.6000000000004,1,2021-11-26,88
1,15,13,104.2,0,2021-11-26,88
3,15,64,968.2,0,2021-11-26,88
1,15,8,329.0,1,2021-11-26,88
3,15,50,1833.7,1,2021-11-26,88
1,0,136,1255.89,0,2021-11-27,89
2,0,21,155.4,0,2021-11-27,89
3,0,720,7467.18,0,2021-11-27,89
0,0,5,400.0,1,2021-11-27,89
1,0,46,1428.0,1,2021-11-27,89
2,0,7,15.0,1,2021-11-27,89
3,0,267,13840.99,1,2021-11-27,89
1,1,7,80.0,0,2021-11-27,89
3,1,44,497.6,0,2021-11-27,89
3,1,12,295.5,1,2021-11-27,89
1,2,5,68.0,0,2021-11-27,89
3,2,34,414.85,0,2021-11-27,89
3,2,23,591.5,1,2021-11-27,89
1,3,19,216.9,0,2021-11-27,89
3,3,51,739.03,0,2021-11-27,89
1,3,12,263.90000000000003,1,2021-11-27,89
3,3,38,2268.7000000000003,1,2021-11-27,89
1,4,10,87.2,0,2021-11-27,89
3,4,46,617.9000000000001,0,2021-11-27,89
0,4,10,855.0,1,2021-11-27,89
3,4,28,1084.0,1,2021-11-27,89
1,5,26,316.20000000000005,0,2021-11-27,89
3,5,93,1106.4,0,2021-11-27,89
0,5,5,1160.0,1,2021-11-27,89
1,5,8,230.2,1,2021-11-27,89
3,5,68,2476.0,1,2021-11-27,89
3,6,6,324.20000000000005,1,2021-11-27,89
1,7,39,404.1,0,2021-11-27,89
2,7,8,53.0,0,2021-11-27,89
3,7,155,1935.36,0,2021-11-27,89
0,7,13,1068.6,1,2021-11-27,89
1,7,12,533.6,1,2021-11-27,89
3,7,39,2177.6,1,2021-11-27,89
1,8,11,92.5,0,2021-11-27,89
3,8,61,757.1800000000001,0,2021-11-27,89
3,8,18,801.7,1,2021-11-27,89
1,9,25,304.3,0,2021-11-27,89
3,9,93,1164.92,0,2021-11-27,89
1,9,11,324.0,1,2021-11-27,89
3,9,20,523.58,1,2021-11-27,89
1,10,23,282.2,0,2021-11-27,89
3,10,114,1406.1,0,2021-11-27,89
1,10,9,239.5,1,2021-11-27,89
3,10,50,1936.4,1,2021-11-27,89
1,11,48,481.7000000000001,0,2021-11-27,89
2,11,8,102.0,0,2021-11-27,89
3,11,261,3131.9700000000003,0,2021-11-27,89
1,11,25,920.2,1,2021-11-27,89
2,11,5,82.0,1,2021-11-27,89
3,11,115,5717.400000000001,1,2021-11-27,89
3,12,9,241.5,1,2021-11-27,89
1,13,12,136.20000000000002,0,2021-11-27,89
3,13,42,610.4,0,2021-11-27,89
1,13,5,185.0,1,2021-11-27,89
3,13,26,1026.4,1,2021-11-27,89
1,14,19,265.5,0,2021-11-27,89
3,14,113,1496.06,0,2021-11-27,89
1,14,17,505.1,1,2021-11-27,89
3,14,68,3164.6000000000004,1,2021-11-27,89
1,15,13,104.2,0,2021-11-27,89
3,15,64,968.2,0,2021-11-27,89
1,15,8,329.0,1,2021-11-27,89
3,15,50,1833.7,1,2021-11-27,89
1,0,136,1255.89,0,2021-11-28,90
2,0,21,155.4,0,2021-11-28,90
3,0,720,7467.18,0,2021-11-28,90
0,0,5,400.0,1,2021-11-28,90
1,0,46,1428.0,1,2021-11-28,90
2,0,7,15.0,1,2021-11-28,90
3,0,267,13840.99,1,2021-11-28,90
1,1,7,80.0,0,2021-11-28,90
3,1,44,497.6,0,2021-11-28,90
3,1,12,295.5,1,2021-11-28,90
1,2,5,68.0,0,2021-11-28,90
3,2,34,414.85,0,2021-11-28,90
3,2,23,591.5,1,2021-11-28,90
1,3,19,216.9,0,2021-11-28,90
3,3,51,739.03,0,2021-11-28,90
1,3,12,263.90000000000003,1,2021-11-28,90
3,3,38,2268.7000000000003,1,2021-11-28,90
1,4,10,87.2,0,2021-11-28,90
3,4,46,617.9000000000001,0,2021-11-28,90
0,4,10,855.0,1,2021-11-28,90
3,4,28,1084.0,1,2021-11-28,90
1,5,26,316.20000000000005,0,2021-11-28,90
3,5,93,1106.4,0,2021-11-28,90
0,5,5,1160.0,1,2021-11-28,90
1,5,8,230.2,1,2021-11-28,90
3,5,68,2476.0,1,2021-11-28,90
3,6,6,324.20000000000005,1,2021-11-28,90
1,7,39,404.1,0,2021-11-28,90
2,7,8,53.0,0,2021-11-28,90
3,7,155,1935.36,0,2021-11-28,90
0,7,13,1068.6,1,2021-11-28,90
1,7,12,533.6,1,2021-11-28,90
3,7,39,2177.6,1,2021-11-28,90
1,8,11,92.5,0,2021-11-28,90
3,8,61,757.1800000000001,0,2021-11-28,90
3,8,18,801.7,1,2021-11-28,90
1,9,25,304.3,0,2021-11-28,90
3,9,93,1164.92,0,2021-11-28,90
1,9,11,324.0,1,2021-11-28,90
3,9,20,523.58,1,2021-11-28,90
1,10,23,282.2,0,2021-11-28,90
3,10,114,1406.1,0,2021-11-28,90
1,10,9,239.5,1,2021-11-28,90
3,10,50,1936.4,1,2021-11-28,90
1,11,48,481.7000000000001,0,2021-11-28,90
2,11,8,102.0,0,2021-11-28,90
3,11,261,3131.9700000000003,0,2021-11-28,90
1,11,25,920.2,1,2021-11-28,90
2,11,5,82.0,1,2021-11-28,90
3,11,115,5717.400000000001,1,2021-11-28,90
3,12,9,241.5,1,2021-11-28,90
1,13,12,136.20000000000002,0,2021-11-28,90
3,13,42,610.4,0,2021-11-28,90
1,13,5,185.0,1,2021-11-28,90
3,13,26,1026.4,1,2021-11-28,90
1,14,19,265.5,0,2021-11-28,90
3,14,113,1496.06,0,2021-11-28,90
1,14,17,505.1,1,2021-11-28,90
3,14,68,3164.6000000000004,1,2021-11-28,90
1,15,13,104.2,0,2021-11-28,90
3,15,64,968.2,0,2021-11-28,90
1,15,8,329.0,1,2021-11-28,90
3,15,50,1833.7,1,2021-11-28,90
1,0,136,1255.89,0,2021-11-29,91
2,0,21,155.4,0,2021-11-29,91
3,0,720,7467.18,0,2021-11-29,91
0,0,5,400.0,1,2021-11-29,91
1,0,46,1428.0,1,2021-11-29,91
2,0,7,15.0,1,2021-11-29,91
3,0,267,13840.99,1,2021-11-29,91
1,1,7,80.0,0,2021-11-29,91
3,1,44,497.6,0,2021-11-29,91
3,1,12,295.5,1,2021-11-29,91
1,2,5,68.0,0,2021-11-29,91
3,2,34,414.85,0,2021-11-29,91
3,2,23,591.5,1,2021-11-29,91
1,3,19,216.9,0,2021-11-29,91
3,3,51,739.03,0,2021-11-29,91
1,3,12,263.90000000000003,1,2021-11-29,91
3,3,38,2268.7000000000003,1,2021-11-29,91
1,4,10,87.2,0,2021-11-29,91
3,4,46,617.9000000000001,0,2021-11-29,91
0,4,10,855.0,1,2021-11-29,91
3,4,28,1084.0,1,2021-11-29,91
1,5,26,316.20000000000005,0,2021-11-29,91
3,5,93,1106.4,0,2021-11-29,91
0,5,5,1160.0,1,2021-11-29,91
1,5,8,230.2,1,2021-11-29,91
3,5,68,2476.0,1,2021-11-29,91
3,6,6,324.20000000000005,1,2021-11-29,91
1,7,39,404.1,0,2021-11-29,91
2,7,8,53.0,0,2021-11-29,91
3,7,155,1935.36,0,2021-11-29,91
0,7,13,1068.6,1,2021-11-29,91
1,7,12,533.6,1,2021-11-29,91
3,7,39,2177.6,1,2021-11-29,91
1,8,11,92.5,0,2021-11-29,91
3,8,61,757.1800000000001,0,2021-11-29,91
3,8,18,801.7,1,2021-11-29,91
1,9,25,304.3,0,2021-11-29,91
3,9,93,1164.92,0,2021-11-29,91
1,9,11,324.0,1,2021-11-29,91
3,9,20,523.58,1,2021-11-29,91
1,10,23,282.2,0,2021-11-29,91
3,10,114,1406.1,0,2021-11-29,91
1,10,9,239.5,1,2021-11-29,91
3,10,50,1936.4,1,2021-11-29,91
1,11,48,481.7000000000001,0,2021-11-29,91
2,11,8,102.0,0,2021-11-29,91
3,11,261,3131.9700000000003,0,2021-11-29,91
1,11,25,920.2,1,2021-11-29,91
2,11,5,82.0,1,2021-11-29,91
3,11,115,5717.400000000001,1,2021-11-29,91
3,12,9,241.5,1,2021-11-29,91
1,13,12,136.20000000000002,0,2021-11-29,91
3,13,42,610.4,0,2021-11-29,91
1,13,5,185.0,1,2021-11-29,91
3,13,26,1026.4,1,2021-11-29,91
1,14,19,265.5,0,2021-11-29,91
3,14,113,1496.06,0,2021-11-29,91
1,14,17,505.1,1,2021-11-29,91
3,14,68,3164.6000000000004,1,2021-11-29,91
1,15,13,104.2,0,2021-11-29,91
3,15,64,968.2,0,2021-11-29,91
1,15,8,329.0,1,2021-11-29,91
3,15,50,1833.7,1,2021-11-29,91
1,0,136,1255.89,0,2021-11-30,92
2,0,21,155.4,0,2021-11-30,92
3,0,720,7467.18,0,2021-11-30,92
0,0,5,400.0,1,2021-11-30,92
1,0,46,1428.0,1,2021-11-30,92
2,0,7,15.0,1,2021-11-30,92
3,0,267,13840.99,1,2021-11-30,92
1,1,7,80.0,0,2021-11-30,92
3,1,44,497.6,0,2021-11-30,92
3,1,12,295.5,1,2021-11-30,92
1,2,5,68.0,0,2021-11-30,92
3,2,34,414.85,0,2021-11-30,92
3,2,23,591.5,1,2021-11-30,92
1,3,19,216.9,0,2021-11-30,92
3,3,51,739.03,0,2021-11-30,92
1,3,12,263.90000000000003,1,2021-11-30,92
3,3,38,2268.7000000000003,1,2021-11-30,92
1,4,10,87.2,0,2021-11-30,92
3,4,46,617.9000000000001,0,2021-11-30,92
0,4,10,855.0,1,2021-11-30,92
3,4,28,1084.0,1,2021-11-30,92
1,5,26,316.20000000000005,0,2021-11-30,92
3,5,93,1106.4,0,2021-11-30,92
0,5,5,1160.0,1,2021-11-30,92
1,5,8,230.2,1,2021-11-30,92
3,5,68,2476.0,1,2021-11-30,92
3,6,6,324.20000000000005,1,2021-11-30,92
1,7,39,404.1,0,2021-11-30,92
2,7,8,53.0,0,2021-11-30,92
3,7,155,1935.36,0,2021-11-30,92
0,7,13,1068.6,1,2021-11-30,92
1,7,12,533.6,1,2021-11-30,92
3,7,39,2177.6,1,2021-11-30,92
1,8,11,92.5,0,2021-11-30,92
3,8,61,757.1800000000001,0,2021-11-30,92
3,8,18,801.7,1,2021-11-30,92
1,9,25,304.3,0,2021-11-30,92
3,9,93,1164.92,0,2021-11-30,92
1,9,11,324.0,1,2021-11-30,92
3,9,20,523.58,1,2021-11-30,92
1,10,23,282.2,0,2021-11-30,92
3,10,114,1406.1,0,2021-11-30,92
1,10,9,239.5,1,2021-11-30,92
3,10,50,1936.4,1,2021-11-30,92
1,11,48,481.7000000000001,0,2021-11-30,92
2,11,8,102.0,0,2021-11-30,92
3,11,261,3131.9700000000003,0,2021-11-30,92
1,11,25,920.2,1,2021-11-30,92
2,11,5,82.0,1,2021-11-30,92
3,11,115,5717.400000000001,1,2021-11-30,92
3,12,9,241.5,1,2021-11-30,92
1,13,12,136.20000000000002,0,2021-11-30,92
3,13,42,610.4,0,2021-11-30,92
1,13,5,185.0,1,2021-11-30,92
3,13,26,1026.4,1,2021-11-30,92
1,14,19,265.5,0,2021-11-30,92
3,14,113,1496.06,0,2021-11-30,92
1,14,17,505.1,1,2021-11-30,92
3,14,68,3164.6000000000004,1,2021-11-30,92
1,15,13,104.2,0,2021-11-30,92
3,15,64,968.2,0,2021-11-30,92
1,15,8,329.0,1,2021-11-30,92
3,15,50,1833.7,1,2021-11-30,92
1,0,148,1336.69,0,2021-12-01,93
2,0,13,132.70000000000002,0,2021-12-01,93
3,0,743,7671.62,0,2021-12-01,93
0,0,5,400.0,1,2021-12-01,93
1,0,52,1564.5,1,2021-12-01,93
2,0,6,7.0,1,2021-12-01,93
3,0,264,13767.49,1,2021-12-01,93
1,1,7,80.0,0,2021-12-01,93
3,1,44,497.6,0,2021-12-01,93
3,1,12,295.5,1,2021-12-01,93
1,2,8,110.0,0,2021-12-01,93
3,2,37,433.45,0,2021-12-01,93
3,2,23,591.5,1,2021-12-01,93
1,3,19,216.9,0,2021-12-01,93
3,3,52,749.03,0,2021-12-01,93
1,3,12,263.90000000000003,1,2021-12-01,93
3,3,39,2338.7000000000003,1,2021-12-01,93
1,4,11,92.2,0,2021-12-01,93
3,4,47,637.9000000000001,0,2021-12-01,93
0,4,6,610.0,1,2021-12-01,93
3,4,32,1329.0,1,2021-12-01,93
1,5,28,334.20000000000005,0,2021-12-01,93
3,5,96,1128.9,0,2021-12-01,93
0,5,5,1160.0,1,2021-12-01,93
1,5,11,273.7,1,2021-12-01,93
3,5,70,2546.5,1,2021-12-01,93
3,6,6,324.20000000000005,1,2021-12-01,93
1,7,44,454.8,0,2021-12-01,93
2,7,6,30.5,0,2021-12-01,93
3,7,157,1951.16,0,2021-12-01,93
0,7,13,1068.6,1,2021-12-01,93
1,7,13,573.6,1,2021-12-01,93
3,7,39,2167.6,1,2021-12-01,93
1,8,11,92.5,0,2021-12-01,93
3,8,61,757.1800000000001,0,2021-12-01,93
3,8,18,801.7,1,2021-12-01,93
1,9,27,306.7,0,2021-12-01,93
3,9,92,1133.12,0,2021-12-01,93
1,9,11,324.0,1,2021-12-01,93
3,9,21,553.58,1,2021-12-01,93
1,10,25,307.20000000000005,0,2021-12-01,93
3,10,117,1434.6,0,2021-12-01,93
1,10,9,239.5,1,2021-12-01,93
3,10,51,1976.4,1,2021-12-01,93
1,11,53,520.7,0,2021-12-01,93
3,11,270,3233.37,0,2021-12-01,93
1,11,28,1000.2,1,2021-12-01,93
2,11,6,63.5,1,2021-12-01,93
3,11,112,5580.400000000001,1,2021-12-01,93
3,12,9,241.5,1,2021-12-01,93
1,13,12,136.20000000000002,0,2021-12-01,93
3,13,43,617.4000000000001,0,2021-12-01,93
1,13,5,185.0,1,2021-12-01,93
3,13,26,1026.4,1,2021-12-01,93
1,14,19,265.5,0,2021-12-01,93
3,14,118,1552.56,0,2021-12-01,93
1,14,17,505.1,1,2021-12-01,93
3,14,70,3189.6000000000004,1,2021-12-01,93
1,15,15,119.2,0,2021-12-01,93
3,15,68,1006.7,0,2021-12-01,93
0,15,8,260.0,1,2021-12-01,93
1,15,10,429.0,1,2021-12-01,93
3,15,40,1473.7,1,2021-12-01,93
1,0,148,1336.69,0,2021-12-02,94
2,0,13,132.70000000000002,0,2021-12-02,94
3,0,743,7671.62,0,2021-12-02,94
0,0,5,400.0,1,2021-12-02,94
1,0,52,1564.5,1,2021-12-02,94
2,0,6,7.0,1,2021-12-02,94
3,0,264,13767.49,1,2021-12-02,94
1,1,7,80.0,0,2021-12-02,94
3,1,44,497.6,0,2021-12-02,94
3,1,12,295.5,1,2021-12-02,94
1,2,8,110.0,0,2021-12-02,94
3,2,37,433.45,0,2021-12-02,94
3,2,23,591.5,1,2021-12-02,94
1,3,19,216.9,0,2021-12-02,94
3,3,52,749.03,0,2021-12-02,94
1,3,12,263.90000000000003,1,2021-12-02,94
3,3,39,2338.7000000000003,1,2021-12-02,94
1,4,11,92.2,0,2021-12-02,94
3,4,47,637.9000000000001,0,2021-12-02,94
0,4,6,610.0,1,2021-12-02,94
3,4,32,1329.0,1,2021-12-02,94
1,5,28,334.20000000000005,0,2021-12-02,94
3,5,96,1128.9,0,2021-12-02,94
0,5,5,1160.0,1,2021-12-02,94
1,5,11,273.7,1,2021-12-02,94
3,5,70,2546.5,1,2021-12-02,94
3,6,6,324.20000000000005,1,2021-12-02,94
1,7,44,454.8,0,2021-12-02,94
2,7,6,30.5,0,2021-12-02,94
3,7,157,1951.16,0,2021-12-02,94
0,7,13,1068.6,1,2021-12-02,94
1,7,13,573.6,1,2021-12-02,94
3,7,39,2167.6,1,2021-12-02,94
1,8,11,92.5,0,2021-12-02,94
3,8,61,757.1800000000001,0,2021-12-02,94
3,8,18,801.7,1,2021-12-02,94
1,9,27,306.7,0,2021-12-02,94
3,9,92,1133.12,0,2021-12-02,94
1,9,11,324.0,1,2021-12-02,94
3,9,21,553.58,1,2021-12-02,94
1,10,25,307.20000000000005,0,2021-12-02,94
3,10,117,1434.6,0,2021-12-02,94
1,10,9,239.5,1,2021-12-02,94
3,10,51,1976.4,1,2021-12-02,94
1,11,53,520.7,0,2021-12-02,94
3,11,270,3233.37,0,2021-12-02,94
1,11,28,1000.2,1,2021-12-02,94
2,11,6,63.5,1,2021-12-02,94
3,11,112,5580.400000000001,1,2021-12-02,94
3,12,9,241.5,1,2021-12-02,94
1,13,12,136.20000000000002,0,2021-12-02,94
3,13,43,617.4000000000001,0,2021-12-02,94
1,13,5,185.0,1,2021-12-02,94
3,13,26,1026.4,1,2021-12-02,94
1,14,19,265.5,0,2021-12-02,94
3,14,118,1552.56,0,2021-12-02,94
1,14,17,505.1,1,2021-12-02,94
3,14,70,3189.6000000000004,1,2021-12-02,94
1,15,15,119.2,0,2021-12-02,94
3,15,68,1006.7,0,2021-12-02,94
0,15,8,260.0,1,2021-12-02,94
1,15,10,429.0,1,2021-12-02,94
3,15,40,1473.7,1,2021-12-02,94
1,0,148,1336.69,0,2021-12-03,95
2,0,13,132.70000000000002,0,2021-12-03,95
3,0,743,7671.62,0,2021-12-03,95
0,0,5,400.0,1,2021-12-03,95
1,0,52,1564.5,1,2021-12-03,95
2,0,6,7.0,1,2021-12-03,95
3,0,264,13767.49,1,2021-12-03,95
1,1,7,80.0,0,2021-12-03,95
3,1,44,497.6,0,2021-12-03,95
3,1,12,295.5,1,2021-12-03,95
1,2,8,110.0,0,2021-12-03,95
3,2,37,433.45,0,2021-12-03,95
3,2,23,591.5,1,2021-12-03,95
1,3,19,216.9,0,2021-12-03,95
3,3,52,749.03,0,2021-12-03,95
1,3,12,263.90000000000003,1,2021-12-03,95
3,3,39,2338.7000000000003,1,2021-12-03,95
1,4,11,92.2,0,2021-12-03,95
3,4,47,637.9000000000001,0,2021-12-03,95
0,4,6,610.0,1,2021-12-03,95
3,4,32,1329.0,1,2021-12-03,95
1,5,28,334.20000000000005,0,2021-12-03,95
3,5,96,1128.9,0,2021-12-03,95
0,5,5,1160.0,1,2021-12-03,95
1,5,11,273.7,1,2021-12-03,95
3,5,70,2546.5,1,2021-12-03,95
3,6,6,324.20000000000005,1,2021-12-03,95
1,7,44,454.8,0,2021-12-03,95
2,7,6,30.5,0,2021-12-03,95
3,7,157,1951.16,0,2021-12-03,95
0,7,13,1068.6,1,2021-12-03,95
1,7,13,573.6,1,2021-12-03,95
3,7,39,2167.6,1,2021-12-03,95
1,8,11,92.5,0,2021-12-03,95
3,8,61,757.1800000000001,0,2021-12-03,95
3,8,18,801.7,1,2021-12-03,95
1,9,27,306.7,0,2021-12-03,95
3,9,92,1133.12,0,2021-12-03,95
1,9,11,324.0,1,2021-12-03,95
3,9,21,553.58,1,2021-12-03,95
1,10,25,307.20000000000005,0,2021-12-03,95
3,10,117,1434.6,0,2021-12-03,95
1,10,9,239.5,1,2021-12-03,95
3,10,51,1976.4,1,2021-12-03,95
1,11,53,520.7,0,2021-12-03,95
3,11,270,3233.37,0,2021-12-03,95
1,11,28,1000.2,1,2021-12-03,95
2,11,6,63.5,1,2021-12-03,95
3,11,112,5580.400000000001,1,2021-12-03,95
3,12,9,241.5,1,2021-12-03,95
1,13,12,136.20000000000002,0,2021-12-03,95
3,13,43,617.4000000000001,0,2021-12-03,95
1,13,5,185.0,1,2021-12-03,95
3,13,26,1026.4,1,2021-12-03,95
1,14,19,265.5,0,2021-12-03,95
3,14,118,1552.56,0,2021-12-03,95
1,14,17,505.1,1,2021-12-03,95
3,14,70,3189.6000000000004,1,2021-12-03,95
1,15,15,119.2,0,2021-12-03,95
3,15,68,1006.7,0,2021-12-03,95
0,15,8,260.0,1,2021-12-03,95
1,15,10,429.0,1,2021-12-03,95
3,15,40,1473.7,1,2021-12-03,95
1,0,148,1336.69,0,2021-12-04,96
2,0,13,132.70000000000002,0,2021-12-04,96
3,0,742,7668.62,0,2021-12-04,96
0,0,5,400.0,1,2021-12-04,96
1,0,52,1564.5,1,2021-12-04,96
